,Unnamed: 0,department,division,position_title,city,gender,ethnicity,education,veteran_status,startyear,birthyear,tenure,age
3957,3957,Parks and Recreation,RPOS - Landscape Services,Groundskeeper,Portsmouth,Male,Black,HS Graduate or Equivalent,Not a Veteran,2019,1973,4,50
3958,3958,Sheriff and Jail,Judicial - Sheriff and Jail,Payroll & Benefits Coordinator,Norfolk,Female,Black,Not Indicated,Not a Veteran,1977,1956,46,67
3959,3959,Utilities,Utilities Water Distribution,Utility Operations Manager,Norfolk,Female,White,Not Indicated,Not a Veteran,2007,1977,16,46
3960,3960,Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist II,Portsmouth,Female,Black,Bachelors Level Degree,Not a Veteran,2018,1989,5,34
3961,3961,Clerk of the Circuit Court,Clerk of the Circuit Court,Administrative Assistant-CC,Norfolk,Female,Black,Not Indicated,Not a Veteran,2004,1981,19,42
3962,3962,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Chesapeake,Male,White,HS Graduate or Equivalent,Not a Veteran,2018,1997,5,26
3963,3963,Police,Police Administrative Svc-Civl,Ops Officer III (Police only),Virginia Beach,Male,Black,Not Indicated,Not a Veteran,2003,1959,20,64
3964,3964,Norfolk Community Services Board,NCSB-MentalRetardationSvsAdmin,Programs Manager,Virginia Beach,Female,White,Not Indicated,Not a Veteran,2005,1982,18,41
3965,3965,Emergency Preparedness and Response,EOC/911,Public Safety Telecomm III,Norfolk,Female,White,Not Indicated,Not a Veteran,2008,1975,15,48
3966,3966,Neighborhood Services,Neighborhood Devel - IMPACT,Program Supervisor,Norfolk,Female,Black,Not Indicated,Not a Veteran,2007,1974,16,49
3967,3967,General Services,Gen Srvs-PublicInfrastructure,Painter II,Norfolk,Male,Black,Not Indicated,Not a Veteran,2006,1966,17,57
3968,3968,Human Services,Hum Svc Div of Social Services,Support Technician,Norfolk,Female,Black,Not Indicated,Not a Veteran,2008,1959,15,64
3969,3969,General Services,General Services-Parking Fac,Maintenance Worker I,Portsmouth,Male,Black,Not Indicated,Not a Veteran,2006,1952,17,71
3970,3970,Fire-Rescue,Fire-Rescue,Fire Inspector,Chesapeake,Male,White,Not Indicated,Not a Veteran,1979,1960,44,63
3971,3971,Utilities,Utilities WasteWater,Equipment Operator II,Norfolk,Male,Black,Technical School,Not a Veteran,2018,1989,5,34
3972,3972,Zoological Park,Executive Zoo-Animal Services,Lead Zookeeper,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2000,1975,23,48
3973,3973,General Services,Gen Srvs-PublicInfrastructure,Carpenter I,Norfolk,Male,White,Some College,Not a Veteran,2019,1964,4,59
3974,3974,Zoological Park,Executive Zoo,"Director, VA Zoological Park",Norfolk,Male,White,Not Indicated,Not a Veteran,2006,1966,17,57
3975,3975,General Services,Gen Srvs-PublicInfrastructure,Electrician II,Virginia beach,Male,White,Not Indicated,Not a Veteran,2001,1983,22,40
3976,3976,Police,Police Administrative Svc-Civl,Operations Officer II,Norfolk,Female,White,Not Indicated,Not a Veteran,1978,1958,45,65
3977,3977,General Services,General Services-Parking Fac,Parking Supervisor,Virginia Beach,Female,Black,Not Indicated,Not a Veteran,2006,1969,17,54
3978,3978,Norfolk Community Services Board,NCSB-Case Management,Case Manager IV,Norfolk,Female,White,Not Indicated,Not a Veteran,2008,1978,15,45
3979,3979,Fire-Rescue,Fire-Rescue,Fire Captain,Virginia Beach,Female,White,Not Indicated,Not a Veteran,2006,1983,17,40
3980,3980,Housing and Community Development,Housing and Community Dev,Design/Construction Prj Mgr Sr,Chesapeake,Male,Black,Not Indicated,Not a Veteran,2004,1955,19,68
3981,3981,Police,Police Field Operations-Sworn,Master Police Officer,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2008,1984,15,39
3982,3982,Police,Police Field Operations-Sworn,Master Police Officer,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2008,1986,15,37
3983,3983,Police,Police Field Operations-Sworn,Master Police Officer,Chesapeake,Male,White,Not Indicated,Not a Veteran,2008,1979,15,44
3984,3984,Neighborhood Services,Dept of Neighborhood Dev - Div,Codes Specialist,Norfolk,Female,White,Some College,Not a Veteran,2020,1999,3,24
3985,3985,City Treasurer,City Treasurer,Administrative Manager - TR,Norfolk,Male,White,Not Indicated,Not a Veteran,1973,1948,50,75
3986,3986,Police,Police Field Operations-Sworn,Master Police Officer,Norfolk,Male,Hispanic,Not Indicated,Not a Veteran,2003,1979,20,44
3987,3987,Police,Police Field Operations-Sworn,Master Police Officer,Norfolk,Male,White,Not Indicated,Not a Veteran,2004,1976,19,47
3988,3988,Zoological Park,Executive Zoo,Visitor Services Assistant,Norfolk,Female,White,Not Indicated,Not a Veteran,2007,1957,16,66
3989,3989,City Treasurer,City Treasurer,Deputy IV - TR,Virginia Beach,Female,White,Not Indicated,Not a Veteran,2006,1958,17,65
3990,3990,Utilities,Utilities Water Accounts,Account Representative,Norfolk,Female,Black,Not Indicated,Not a Veteran,2006,1974,17,49
3991,3991,Fire-Rescue,Fire-Rescue,Fire Captain,Virginia Beach,Female,White,Not Indicated,Not a Veteran,2004,1978,19,45
3992,3992,Human Services,Hum Svc Div of Social Services,Family Services Worker II,Virginia Beach,Female,Black,Bachelors Level Degree,Not a Veteran,2021,1990,2,33
3993,3993,Neighborhood Services,Neighborhood Devel - IMPACT,Customer Service Manager,Norfolk,Female,Black,Not Indicated,Not a Veteran,2005,1983,18,40
3994,3994,Libraries,Branch Operations,Library Assistant II,Virginia Beach,Female,White,Some College,Not a Veteran,2016,1996,7,27
3995,3995,Public Works,PW Storm Water Mgmt,Equipment Operator III,Norfolk,Male,Hispanic,Not Indicated,Not a Veteran,1999,1973,24,50
3996,3996,Public Works,Public Works-Towing Operations,Support Technician,Norfolk,Female,Black,Masters Level Degree,Not a Veteran,2016,1991,7,32
3997,3997,Clerk of the Circuit Court,Clerk of the Circuit Court,Supervising Deputy Clerk-CC,Norfolk,Female,Black,Not Indicated,Not a Veteran,2004,1980,19,43
3998,3998,Utilities,Utilities Water Production,Utility Maintenance Mech III,Norfolk,Male,Black,Technical School,Not a Veteran,2018,1982,5,41
3999,3999,General Services,General Services-Parking Fac,Meter Monitor,Norfolk,Female,Black,Not Indicated,Not a Veteran,2001,1964,22,59
4000,4000,Fleet Management,General Services - Fleet Mgmt,Automotive Operations Manager,Virginia Beach,Male,White,Not Indicated,Not a Veteran,1979,1960,44,63
4001,4001,Slover Library,Slover Library,Librarian III,Norfolk,Female,Hispanic,Not Indicated,Not a Veteran,2008,1982,15,41
4002,4002,Police,Police Field Operations-Sworn,Master Police Officer,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2006,1983,17,40
4003,4003,Utilities,Utilities Water Production,Maintenance Worker I,Norfolk,Male,Black,Not Indicated,Not a Veteran,2008,1960,15,63
4004,4004,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,Hampton,Male,Black,Associate Degree,Not a Veteran,2022,1998,1,25
4005,4005,Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Virginia Beach,Male,White,Not Indicated,Not a Veteran,2000,1957,23,66
4006,4006,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2005,1978,18,45
4007,4007,Norfolk Community Services Board,NCSB-Financial Management,Operations Controller,Norfolk,Female,Asian,Not Indicated,Not a Veteran,2007,1955,16,68
4008,4008,General Services,Gen Srvs-PublicInfrastructure,Supervising Operating Engineer,Norfolk,Male,White,Not Indicated,Not a Veteran,1999,1971,24,52
4009,4009,Commonwealths Attorney,Commonwealth's Attorney,Executive Secy/Assistant CWA,Norfolk,Female,White,Not Indicated,Not a Veteran,2007,1956,16,67
4010,4010,Public Works,PW Storm Water Mgmt,Collection Coord,Norfolk,Female,White,Not Indicated,Not a Veteran,2001,1966,22,57
4011,4011,Police,Police Field Operations-Sworn,Police Sergeant,Chesapeake,Male,White,Not Indicated,Not a Veteran,2000,1976,23,47
4012,4012,City Clerk,City Clerk,Deputy City Clerk/AdminAlyst I,Virginia Beach,Female,Black,Not Indicated,Not a Veteran,2001,1956,22,67
4013,4013,Budget and Strategic Planning,Office Budget & Strategic Plan,Assistant Director,Norfolk,Female,White,Not Indicated,Not a Veteran,2008,1964,15,59
4014,4014,Libraries,Branch Operations,Library Assistant II,Norfolk,Female,White,Not Indicated,Not a Veteran,2001,1980,22,43
4015,4015,Norfolk Healthcare Consortium,Healthcare Administration,City Wellness Coordinator,Virginia Beach,Female,White,Not Indicated,Not a Veteran,2005,1981,18,42
4016,4016,Utilities,Utilities Water Production,Utility Maintenance Mech III,Norfolk,Male,White,Not Indicated,Not a Veteran,2008,1959,15,64
4017,4017,Fire-Rescue,Fire-Rescue,Battalion Fire Chief,Chesapeake,Male,White,Not Indicated,Not a Veteran,2000,1965,23,58
4018,4018,Human Services,Hum Svc Div of Social Services,Family Services Supervisor,Norfolk,Female,Black,Not Indicated,Not a Veteran,2001,1968,22,55
4019,4019,Transit,Transit - Transportation,Administrative Assistant I,Norfolk,Female,Black,Not Indicated,Not a Veteran,2007,1960,16,63
4020,4020,Police,Police Field Operations-Guards,School Crossing Guard,Norfolk,Female,Black,Not Indicated,Not a Veteran,2007,1941,16,82
4021,4021,Clerk of the Circuit Court,Clerk of the Circuit Court,Deputy Clerk I-CC,Chesapeake,Male,Black,Some College,Not a Veteran,2021,1976,2,47
4022,4022,Utilities,Utilities Water Production,Utility Maintenance Mech I,Suffolk,Male,Black,HS Graduate or Equivalent,Not a Veteran,2018,1991,5,32
4023,4023,City Clerk,City Clerk,Deputy City Clerk/Secretary,Norfolk,Female,Black,Some College,Not a Veteran,2016,1967,7,56
4024,4024,Cemeteries,Cemetery Fund,Equipment Operator II,Chesapeake,Male,White,Technical School,Not a Veteran,2019,1986,4,37
4025,4025,Nauticus,Maritime Center - Visitor Svcs,Sales Representative,Suffolk,Female,Black,Bachelors Level Degree,Not a Veteran,2014,1960,9,63
4026,4026,Police,Police Field Operations-Guards,School Crossing Guard,Norfolk,Female,Black,Not Indicated,Not a Veteran,2004,1949,19,74
4027,4027,Norfolk Community Services Board,NCSB-Substance Abuse Svs Adm,Support Technician,Norfolk,Female,Black,Some College,Not a Veteran,2021,1994,2,29
4028,4028,Human Services,Hum Svc Div of Social Services,Fraud Supervisor,Virginia Beach,Male,Black,Not Indicated,Not a Veteran,1999,1967,24,56
4029,4029,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2005,1983,18,40
4030,4030,Fire-Rescue,Fire-Rescue,Fire Captain,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2004,1974,19,49
4031,4031,Police,Police Field Operations-Guards,School Crossing Guard,Norfolk,Female,Black,Not Indicated,Not a Veteran,2002,1946,21,77
4032,4032,Police,Police Field Operations-Guards,School Crossing Guard,Norfolk,Female,Black,Not Indicated,Not a Veteran,2002,1959,21,64
4033,4033,Nauticus,Maritime Center- USS Wisconsin,Maritime Center Specialist II,Chesapeake,Male,White,Not Indicated,Not a Veteran,2004,1939,19,84
4034,4034,Police,Police Administration - Sworn,Police Lieutenant,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2000,1978,23,45
4035,4035,Economic Development,Development,Executive Director of Real Est,Norfolk,Male,Black,Not Indicated,Not a Veteran,2003,1964,20,59
4036,4036,Public Works,PW Storm Water Mgmt,Administrative Technician,Virginia Beach,Female,White,Associate Degree,Not a Veteran,2021,1975,2,48
4037,4037,Norfolk Community Services Board,NCSB-Board Administration,Maintenance Mechanic II,Norfolk,Male,Black,Not Indicated,Not a Veteran,2005,1974,18,49
4038,4038,Human Services,Hum Svc Div of Social Services,Benefit Programs Supervisor,Chesapeake,Female,Black,Not Indicated,Not a Veteran,2001,1979,22,44
4039,4039,Nauticus,Maritime Center - Admin,Carpenter II,Norfolk,Male,White,Not Indicated,Not a Veteran,2008,1965,15,58
4040,4040,Slover Library,Slover Library,Multimedia Comm Specialist II,Virginia Beach,Female,Black,Not Indicated,Not a Veteran,2007,1968,16,55
4041,4041,General Services,Gen Srvs-PublicInfrastructure,Project Manager,Sachse,Male,Black,Masters Level Degree,Not a Veteran,2021,1957,2,66
4042,4042,Elections,Elections,Election Assistant IV,Norfolk,Female,White,Not Indicated,Not a Veteran,2003,1960,20,63
4043,4043,Utilities,Utilities Water Accounts,Management Analyst I,Chesapeake,Female,White,Not Indicated,Not a Veteran,2005,1976,18,47
4044,4044,Nauticus,Maritime Center - Admin,Exhibits Manager / Designer,Norfolk,Male,White,Not Indicated,Not a Veteran,2014,1969,9,54
4045,4045,Information Technology,Information Technology,Application Dev Team Supv,Norfolk,Male,White,Not Indicated,Not a Veteran,2001,1971,22,52
4046,4046,Transit,Transit - Transportation,Civil Engineer V,Norfolk,Female,White,Bachelors Level Degree,Not a Veteran,2019,1975,4,48
4047,4047,Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Chesapeake,Male,White,Not Indicated,Not a Veteran,2007,1980,16,43
4048,4048,Human Services,Hum Svc Div of Social Services,Family Services Worker II,Virginia Beach,Female,White,Masters Level Degree,Not a Veteran,2021,1996,2,27
4049,4049,Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Supervisor,Norfolk,Female,Black,Not Indicated,Not a Veteran,2013,1991,10,32
4050,4050,Public Works,PW Div of Streets & Bridges,Equipment Operator III,Norfolk,Male,Black,Not Indicated,Not a Veteran,2007,1966,16,57
4051,4051,Fire-Rescue,Fire-Rescue,Firefighter EMT-I,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2000,1973,23,50
4052,4052,Utilities,Utilities Water Distribution,Maintenance Worker II,Norfolk,Male,Black,HS Graduate or Equivalent,Not a Veteran,2020,1977,3,46
4053,4053,Norfolk Community Services Board,NCSB-Mental Health Svs Admin,Reimbursement Technician,Norfolk,Female,Black,Not Indicated,Not a Veteran,2007,1968,16,55
4054,4054,Fire-Rescue,Fire-Rescue,Fire Inspector,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2002,1972,21,51
4055,4055,Emergency Preparedness and Response,EOC/911,Public Safety Telecomm II,Norfolk,Female,White,Not Indicated,Not a Veteran,2001,1967,22,56
4056,4056,Utilities,Utilities Water Distribution,Maintenance Worker II,Norfolk,Male,Black,Not Indicated,Not a Veteran,2004,1969,19,54
4057,4057,Utilities,Utilities WasteWater,"Utility MaintenanceSupv, Sr",Chesapeake,Male,Black,Not Indicated,Not a Veteran,2001,1970,22,53
4058,4058,,RyanWhite Quality Management,Contract Monitoring Spec,Virginia Beach,Female,Black,Not Indicated,Not a Veteran,2004,1972,19,51
4059,4059,Norfolk Community Services Board,NCSB-Infant Development,Case Manager III,Norfolk,Female,Black,Not Indicated,Not a Veteran,2008,1976,15,47
4060,4060,Fire-Rescue,Fire-Rescue,Fire Captain,Moyock,Male,White,Not Indicated,Not a Veteran,2005,1980,18,43
4061,4061,Libraries,Sargeant Memorial Collection,Librarian I,Norfolk,Male,White,Not Indicated,Not a Veteran,2003,1957,20,66
4062,4062,Public Works,PW Storm Water Mgmt,Manager of Budget & Accounting,Virginia Beach,Female,White,Not Indicated,Not a Veteran,2007,1981,16,42
4063,4063,Human Services,Hum Svc Div of Social Services,Family Services Worker II,Norfolk,Female,White,Bachelors Level Degree,Not a Veteran,2016,1977,7,46
4064,4064,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,Chesapeake,Male,Black,HS Graduate or Equivalent,Not a Veteran,2021,1986,2,37
4065,4065,Commissioner of the Revenue,Commissioner of Revenue,Deputy II - COR,Norfolk,Female,White,Not Indicated,Not a Veteran,1999,1951,24,72
4066,4066,Police,Police Administrative Svcs-Swn,Master Police Officer,Chesapeake,Male,White,Not Indicated,Not a Veteran,2008,1982,15,41
4067,4067,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Suffolk,Female,Black,Not Indicated,Not a Veteran,2007,1965,16,58
4068,4068,Libraries,Collection and Support Service,Library Associate II,Suffolk,Female,Black,Not Indicated,Not a Veteran,1972,1952,51,71
4069,4069,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2006,1974,17,49
4070,4070,Information Technology,Information Technology,Technology Manager,Chesapeake,Female,White,Not Indicated,Not a Veteran,2006,1971,17,52
4071,4071,Utilities,Utilities Engineering,Engineering Technician I,Chesapeake,Male,Black,Technical School,Not a Veteran,2005,1971,18,52
4072,4072,Police,Police Administration - Sworn,Police Sergeant,Chesapeake,Male,White,Not Indicated,Not a Veteran,2000,1978,23,45
4073,4073,Emergency Preparedness and Response,EOC/Emergency Management,Software Analyst,Virginia Beach,Male,White,Not Indicated,Not a Veteran,1984,1964,39,59
4074,4074,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Norfolk,Male,Black,Not Indicated,Not a Veteran,2003,1967,20,56
4075,4075,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Suffolk,Male,White,Not Indicated,Not a Veteran,2004,1967,19,56
4076,4076,Libraries,Branch Operations,Library Assistant II,Norfolk,Female,Black,Not Indicated,Not a Veteran,1984,1963,39,60
4077,4077,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2005,1981,18,42
4078,4078,Information Technology,Information Technology,Programmer/Analyst V,Norfolk,Female,Asian,Not Indicated,Not a Veteran,2005,1963,18,60
4079,4079,Information Technology,Information Technology,IT Training Coordinator,Tampa,Male,Black,Not Indicated,Not a Veteran,2007,1962,16,61
4080,4080,Police,Police Investigative Svc-Sworn,Master Police Officer,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2003,1978,20,45
4081,4081,General Services,General Services-Parking Fac,Accounting Technician II,Norfolk,Female,Black,Some College,Not a Veteran,2020,1964,3,59
4082,4082,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Chesapeake,Male,White,Not Indicated,Not a Veteran,2006,1981,17,42
4083,4083,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),Virginia Beach,Male,Black,Not Indicated,Not a Veteran,2008,1986,15,37
4084,4084,Norfolk Community Services Board,NCSB-PACT,Practice Manager,Norfolk,Female,Black,Not Indicated,Not a Veteran,1999,1969,24,54
4085,4085,Commonwealths Attorney,Commonwealth's Attorney,Paralegal CWA,Chesapeake,Female,White,Not Indicated,Not a Veteran,2005,1969,18,54
4086,4086,Utilities,Utilities Water Quality,Asst Supt of Utility Division,Norfolk,Female,White,Not Indicated,Not a Veteran,2008,1977,15,46
4087,4087,Utilities,Utilities Water Quality,"Water Chemist, Senior",Moyock,Female,White,Not Indicated,Not a Veteran,1981,1951,42,72
4088,4088,Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Norfolk,Male,White,Not Indicated,Not a Veteran,2008,1974,15,49
4089,4089,Parks and Recreation,RPOS Administrative Support,Bureau Manager,Virginia Beach,Male,Hispanic,Not Indicated,Not a Veteran,2004,1960,19,63
4090,4090,Police,Police Field Operations-Sworn,Master Police Officer,Virginia Beach,Male,Black,Not Indicated,Not a Veteran,1998,1962,25,61
4091,4091,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Accounting Manager,Portsmouth,Female,White,Not Indicated,Not a Veteran,2004,1971,19,52
4092,4092,Police,Police Investigative Svc-Sworn,Police Captain,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2000,1976,23,47
4093,4093,Public Works,PW Director's Office,Assistant Director,Suffolk,Male,Black,Not Indicated,Not a Veteran,1997,1965,26,58
4094,4094,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Norfolk,Male,White,Not Indicated,Not a Veteran,2008,1985,15,38
4095,4095,Fire-Rescue,Fire-Rescue,Fire Inspector,Virginia Beach,Male,Asian,Not Indicated,Not a Veteran,1999,1965,24,58
4096,4096,Information Technology,Information Technology,Programmer/Analyst IV,Norfolk,Female,White,Not Indicated,Not a Veteran,2006,1965,17,58
4097,4097,Police,Police Field Operations-Sworn,Master Police Officer,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2007,1965,16,58
4098,4098,Parks and Recreation,RPOS - Directors Office,Director of RPOS,Norfolk,Male,Black,Not Indicated,Not a Veteran,2006,1961,17,62
4099,4099,Police,Police Field Operations-Sworn,Master Police Officer,Suffolk,Male,White,Not Indicated,Not a Veteran,2005,1970,18,53
4100,4100,Utilities,Utilities Water Production,Chief Waterworks Operator,Norfolk,Male,White,Not Indicated,Not a Veteran,2001,1984,22,39
4101,4101,Human Services,Hum Svc Div of Social Services,Administrative Technician,Norfolk,Female,Black,Not Indicated,Not a Veteran,2001,1967,22,56
4102,4102,Police,Police Field Operations-Sworn,Master Police Officer,Virginia Beach,Male,Black,Not Indicated,Not a Veteran,2008,1970,15,53
4103,4103,Zoological Park,Zoo- Operations,Security Officer,Norfolk,Male,Black,Not Indicated,Not a Veteran,2006,1959,17,64
4104,4104,Human Services,Hum Svc Div of Social Services,Family Services Worker I,Virginia Beach,Female,Hispanic,Bachelors Level Degree,Not a Veteran,2021,1992,2,31
4105,4105,Utilities,Utilities Water Distribution,Utility Maintenance Supervisor,Norfolk,Female,Black,Some College,Not a Veteran,1998,1971,25,52
4106,4106,Fire-Rescue,Fire-Rescue,Administrative Assistant II,Norfolk,Female,White,Not Indicated,Not a Veteran,2006,1967,17,56
4107,4107,Nauticus,Maritime Center - Visitor Svcs,Visitor Services Coordinator,Chesapeake,Male,Black,Not Indicated,Not a Veteran,1997,1957,26,66
4108,4108,City Treasurer,City Treasurer,Deputy II - TR,Virginia Beach,Female,White,Not Indicated,Not a Veteran,1999,1962,24,61
4109,4109,Fire-Rescue,Fire-Rescue,Fire Lieutenant,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2007,1987,16,36
4110,4110,Police,Police Administration - Sworn,Police Sergeant,Suffolk,Male,Hispanic,Not Indicated,Not a Veteran,2006,1975,17,48
4111,4111,Commonwealths Attorney,Commonwealth's Attorney,Paralegal CWA,Suffolk,Female,Black,Not Indicated,Not a Veteran,2002,1971,21,52
4112,4112,Police,Police Investigative Svc-Sworn,Police Civilian Invest Tech,Point Harbor,Male,White,Associate Degree,Not a Veteran,1975,1954,48,69
4113,4113,General Services,General Services-Parking Fac,Software Analyst,Norfolk,Male,Black,Not Indicated,Not a Veteran,2004,1962,19,61
4114,4114,Norfolk Community Services Board,NCSB-Case Management,Program Administrator,Chesapeake,Female,Black,Not Indicated,Not a Veteran,2007,1960,16,63
4115,4115,Fleet Management,General Services - Fleet Mgmt,Automotive Operations Manager,Norfolk,Male,White,Not Indicated,Not a Veteran,1998,1968,25,55
4116,4116,Housing and Community Development,Housing and Community Dev,Assistant Director,Norfolk,Female,Black,Bachelors Level Degree,Not a Veteran,2019,1970,4,53
4117,4117,General Services,Gen Srvs-PublicInfrastructure,Contract Administrator,Norfolk,Male,White,Not Indicated,Not a Veteran,2008,1950,15,73
4118,4118,Police,Police Field Operations-Sworn,Police Sergeant,Virginia Beach,Male,Black,Not Indicated,Not a Veteran,2005,1971,18,52
4119,4119,Public Works,PW Storm Water Mgmt,Equipment Operator IV,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2003,1964,20,59
4120,4120,Norfolk Community Services Board,NCSB-Financial Management,Administrative Assistant II,Norfolk,Female,Black,Associate Degree,Not a Veteran,2011,1975,12,48
4121,4121,Utilities,Utilities Water Accounts,Staff Technician II,Virginia Beach,Male,Hispanic,Bachelors Level Degree,Not a Veteran,2018,1982,5,41
4122,4122,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),Virginia Beach,Male,Black,Not Indicated,Not a Veteran,2006,1964,17,59
4123,4123,City Planning,Planning - Environmental Srvcs,Construction Inspector II,Virginia Beach,Male,Black,HS Graduate or Equivalent,Not a Veteran,2017,1993,6,30
4124,4124,Clerk of the Circuit Court,Clerk of the Circuit Court,Comptroller-CC,Norfolk,Male,White,Not Indicated,Not a Veteran,2004,1957,19,66
4125,4125,Police,Police Field Operations-Sworn,Master Police Officer,Suffolk,Female,Black,Not Indicated,Not a Veteran,2005,1981,18,42
4126,4126,Budget and Strategic Planning,Office Budget & Strategic Plan,Data Analyst,Norfolk,Male,White,Bachelors Level Degree,Not a Veteran,2019,1996,4,27
4127,4127,Public Works,PW Waste Management,Refuse Collector III,Virginia Beach,Male,Black,Not Indicated,Not a Veteran,2004,1973,19,50
4128,4128,Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Chesapeake,Male,White,Not Indicated,Not a Veteran,2005,1976,18,47
4129,4129,Emergency Preparedness and Response,EOC/911,Public Safety Telecomm III,Chesapeake,Female,White,Associate Degree,Not a Veteran,2017,1974,6,49
4130,4130,Norfolk Community Services Board,NCSB-MentalRetardationSvsAdmin,Administrative Assistant II,Chesapeake,Female,White,Not Indicated,Not a Veteran,2004,1967,19,56
4131,4131,Utilities,Utilities WasteWater,Utility Maintenance Supervisor,Norfolk,Male,Black,Not Indicated,Not a Veteran,2006,1987,17,36
4132,4132,Fire-Rescue,Fire-Rescue,Fire Captain,Chesapeake,Male,White,Not Indicated,Not a Veteran,2000,1975,23,48
4133,4133,City Manager,Executive City Manager,Executive Specialist,Norfolk,Male,White,Masters Level Degree,Not a Veteran,1978,1950,45,73
4134,4134,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Yorktown,Male,White,Not Indicated,Not a Veteran,2008,1968,15,55
4135,4135,City Clerk,City Clerk,Chief Deputy City Clerk,Norfolk,Female,White,Not Indicated,Not a Veteran,2006,1967,17,56
4136,4136,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Virginia Beach,Male,White,Not Indicated,Not a Veteran,1985,1962,38,61
4137,4137,Parks and Recreation,RPOS - Landscape Services,Groundskeeper Crew Leader,Norfolk,Male,Black,Not Indicated,Not a Veteran,2003,1970,20,53
4138,4138,Police,Police Field Operations-Sworn,Police Sergeant,Virginia Beach,Male,Black,Not Indicated,Not a Veteran,2004,1964,19,59
4139,4139,City Clerk,Records Management,Records & Information Clerk,Portsmouth,Female,Black,Some College,Not a Veteran,2008,1984,15,39
4140,4140,Public Works,PW Waste Management,Refuse Inspector,Norfolk,Male,Black,Not Indicated,Not a Veteran,2001,1964,22,59
4141,4141,Police,Police Field Operations-Sworn,Master Police Officer,Chesapeake,Male,Hispanic,Not Indicated,Not a Veteran,2004,1976,19,47
4142,4142,Budget and Strategic Planning,Office Budget & Strategic Plan,Economic Forecast Specialist,Norfolk,Female,Asian,Not Indicated,Not a Veteran,2004,1970,19,53
4143,4143,Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist II,Norfolk,Male,,Technical School,Not a Veteran,2019,1971,4,52
4144,4144,Clerk of the Circuit Court,Clerk of the Circuit Court,Administrative Assistant-CC,Norfolk,Female,White,Not Indicated,Not a Veteran,2007,1962,16,61
4145,4145,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Virginia Beach,Male,Am. Indian,Not Indicated,Not a Veteran,2005,1981,18,42
4146,4146,General Services,Gen Srvs-PublicInfrastructure,Maintenance Supervisor I,Norfolk,Male,White,Not Indicated,Not a Veteran,2018,1966,5,57
4147,4147,Norfolk Community Services Board,NCSB-Financial Management,Accounting Technician III,Virginia Beach,Female,Black,Not Indicated,Not a Veteran,2007,1950,16,73
4148,4148,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2008,1967,15,56
4149,4149,City Planning,Planning - Bldg Constr,"Codes Specialist, Senior",Virginia Beach,Male,Black,Not Indicated,Not a Veteran,2006,1951,17,72
