,Unnamed: 0.1,Unnamed: 0,department,division,job_title,employee_classification,start_date,title_date,flsa_status,annual_base_rate,start_year,annual_salary,employee_status
4244,4244,4244,Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Supervisor,Permanent Full-time,2022-01-03T00:00:00.000,2022-01-03T00:00:00.000,Exempt,50351.18,2022,50351.18,FT
4245,4245,4245,Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Supervisor,Permanent Full-time,2009-06-29T00:00:00.000,2021-08-30T00:00:00.000,Exempt,51676.8,2009,51676.8,FT
4246,4246,4246,Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,2022-08-15T00:00:00.000,2022-12-17T00:00:00.000,Nonexempt,46718.18,2022,46718.18,FT
4247,4247,4247,Fleet Management,General Services - Fleet Mgmt,"Autobody Repair Mechanic, Sr",Permanent Full-time,2000-03-06T00:00:00.000,2000-03-06T00:00:00.000,Nonexempt,52693.03,2000,52693.03,FT
4248,4248,4248,Fleet Management,General Services - Fleet Mgmt,Administrative Analyst,Permanent Full-time,2018-11-13T00:00:00.000,2018-11-13T00:00:00.000,Exempt,52754.98,2018,52754.98,FT
4249,4249,4249,Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,2022-07-05T00:00:00.000,2022-12-19T00:00:00.000,Nonexempt,46583.0,2022,46583.0,FT
4250,4250,4250,Fleet Management,General Services - Fleet Mgmt,Administrative Analyst,Permanent Full-time,2016-10-10T00:00:00.000,2021-08-28T00:00:00.000,Exempt,53388.37,2016,53388.37,FT
4251,4251,4251,Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,2011-11-07T00:00:00.000,2011-11-07T00:00:00.000,Nonexempt,54933.78,2011,54933.78,FT
4252,4252,4252,Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,2017-04-10T00:00:00.000,2022-05-23T00:00:00.000,Nonexempt,55146.0,2017,55146.0,FT
4253,4253,4253,Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,2014-08-18T00:00:00.000,2016-09-08T00:00:00.000,Nonexempt,53227.41,2014,53227.41,FT
4254,4254,4254,Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,2016-01-25T00:00:00.000,2019-04-27T00:00:00.000,Nonexempt,47952.63,2016,47952.63,FT
4255,4255,4255,Fleet Management,General Services - Fleet Mgmt,Fleet Coordinator,Permanent Full-time,2001-12-21T00:00:00.000,2013-07-01T00:00:00.000,Exempt,51239.19,2001,51239.19,FT
4256,4256,4256,Fleet Management,General Services - Fleet Mgmt,Automotive Repair Technician,Permanent Full-time,2013-08-12T00:00:00.000,2021-06-28T00:00:00.000,Nonexempt,43708.69,2013,43708.69,FT
4257,4257,4257,Fleet Management,General Services - Fleet Mgmt,Automotive Repair Technician,Permanent Full-time,2013-09-16T00:00:00.000,2013-09-16T00:00:00.000,Nonexempt,43708.69,2013,43708.69,FT
4258,4258,4258,Fleet Management,General Services - Fleet Mgmt,AutomotiveServiceAttendant,Permanent Full-time,1986-09-02T00:00:00.000,2013-04-08T00:00:00.000,Nonexempt,44008.11,1986,44008.11,FT
4259,4259,4259,Fleet Management,General Services - Fleet Mgmt,Automotive Repair Technician,Permanent Full-time,2022-06-21T00:00:00.000,2022-06-21T00:00:00.000,Nonexempt,44417.84,2022,44417.84,FT
4260,4260,4260,Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,2020-02-18T00:00:00.000,2022-12-19T00:00:00.000,Nonexempt,46583.0,2020,46583.0,FT
4261,4261,4261,Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,2021-02-16T00:00:00.000,2022-06-06T00:00:00.000,Nonexempt,47953.5,2021,47953.5,FT
4262,4262,4262,Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,2014-01-15T00:00:00.000,2023-01-03T00:00:00.000,Nonexempt,50264.99,2014,50264.99,FT
4263,4263,4263,Fleet Management,General Services - Fleet Mgmt,Automotive Repair Technician,Permanent Full-time,2022-09-12T00:00:00.000,2022-09-12T00:00:00.000,Nonexempt,39226.0,2022,39226.0,FT
4264,4264,4264,Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,2019-10-12T00:00:00.000,2022-06-06T00:00:00.000,Nonexempt,47953.5,2019,47953.5,FT
4265,4265,4265,Fleet Management,General Services - Fleet Mgmt,Automotive Operations Manager,Permanent Full-time,1997-01-08T00:00:00.000,2013-09-23T00:00:00.000,Exempt,66362.85,1997,66362.85,FT
4266,4266,4266,Fleet Management,General Services - Fleet Mgmt,Automotive Operations Manager,Permanent Full-time,1998-12-08T00:00:00.000,2017-03-13T00:00:00.000,Exempt,70699.25,1998,70699.25,FT
4267,4267,4267,Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,2021-10-25T00:00:00.000,2023-01-03T00:00:00.000,Nonexempt,51080.87,2021,51080.87,FT
4268,4268,4268,Fleet Management,General Services - Fleet Mgmt,Automotive Operations Manager,Permanent Full-time,2016-03-08T00:00:00.000,2021-01-30T00:00:00.000,Exempt,60687.76,2016,60687.76,FT
4269,4269,4269,Fleet Management,General Services - Fleet Mgmt,Automotive Repair Technician,Permanent Full-time,2018-02-20T00:00:00.000,2018-02-20T00:00:00.000,Nonexempt,42056.32,2018,42056.32,FT
4270,4270,4270,Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,2011-02-28T00:00:00.000,2019-01-22T00:00:00.000,Nonexempt,47952.63,2011,47952.63,FT
4271,4271,4271,Fleet Management,General Services - Fleet Mgmt,Automotive Operations Manager,Permanent Full-time,1979-09-04T00:00:00.000,2013-09-23T00:00:00.000,Exempt,82880.05,1979,82880.05,FT
4272,4272,4272,Fleet Management,General Services - Fleet Mgmt,Operations Manager,Permanent Full-time,1985-01-28T00:00:00.000,2018-06-23T00:00:00.000,Exempt,93237.96,1985,93237.96,FT
4273,4273,4273,Fleet Management,General Services - Fleet Mgmt,Automotive Repair Technician,Permanent Full-time,2022-02-14T00:00:00.000,2022-02-14T00:00:00.000,Nonexempt,40379.85,2022,40379.85,FT
4274,4274,4274,Fleet Management,General Services - Fleet Mgmt,Automotive Repair Technician,Permanent Full-time,2023-04-22T00:00:00.000,2023-04-22T00:00:00.000,Nonexempt,43148.0,2023,43148.0,FT
4275,4275,4275,Fleet Management,General Services - Fleet Mgmt,Automotive Repair Technician,Permanent Full-time,2022-05-23T00:00:00.000,2022-05-23T00:00:00.000,Nonexempt,40379.85,2022,40379.85,FT
4276,4276,4276,Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,2000-03-14T00:00:00.000,2000-03-14T00:00:00.000,Nonexempt,55728.93,2000,55728.93,FT
4277,4277,4277,Fleet Management,General Services - Fleet Mgmt,Automotive Operations Manager,Permanent Full-time,2006-03-06T00:00:00.000,2019-09-30T00:00:00.000,Exempt,58030.49,2006,58030.49,FT
4278,4278,4278,Fleet Management,General Services - Fleet Mgmt,AutomotiveServiceAttendant,Permanent Full-time,2008-02-19T00:00:00.000,2016-12-08T00:00:00.000,Nonexempt,41152.95,2008,41152.95,FT
4279,4279,4279,Fleet Management,General Services - Fleet Mgmt,Automotive Repair Technician,Permanent Full-time,2023-03-25T00:00:00.000,2023-03-25T00:00:00.000,Nonexempt,43148.0,2023,43148.0,FT
4280,4280,4280,Fleet Management,General Services - Fleet Mgmt,Administrative Technician,Permanent Full-time,2022-08-01T00:00:00.000,2022-08-01T00:00:00.000,Nonexempt,43631.0,2022,43631.0,FT
4281,4281,4281,Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,1995-02-13T00:00:00.000,1996-10-08T00:00:00.000,Nonexempt,55728.93,1995,55728.93,FT
4282,4282,4282,Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,1996-01-17T00:00:00.000,2007-03-21T00:00:00.000,Nonexempt,57122.45,1996,57122.45,FT
4283,4283,4283,Fleet Management,General Services - Fleet Mgmt,AutomotiveServiceAttendant,Permanent Full-time,1992-03-09T00:00:00.000,2013-04-08T00:00:00.000,Nonexempt,41886.65,1992,41886.65,FT
4284,4284,4284,City Clerk,City Clerk,Deputy City Clerk/AdminAlyst I,Permanent Full-time,2001-01-16T00:00:00.000,2015-07-01T00:00:00.000,Exempt,75285.0,2001,75285.0,FT
4285,4285,4285,City Clerk,City Clerk,Deputy City Clk/Steno Reporter,Permanent Full-time,1999-01-25T00:00:00.000,1999-01-25T00:00:00.000,Nonexempt,59577.6,1999,59577.6,FT
4286,4286,4286,City Clerk,City Clerk,Chief Deputy City Clerk,Permanent Full-time,2006-07-03T00:00:00.000,2021-11-22T00:00:00.000,Exempt,84000.0,2006,84000.0,FT
4287,4287,4287,City Clerk,Records Management,Records & Information Clerk,Permanent Full-time,2008-07-14T00:00:00.000,2012-11-13T00:00:00.000,Nonexempt,44718.08,2008,44718.08,FT
4288,4288,4288,City Clerk,City Clerk,Deputy City Clerk/AdminAlyst I,Permanent Full-time,2022-01-17T00:00:00.000,2022-01-17T00:00:00.000,Exempt,65100.0,2022,65100.0,FT
4289,4289,4289,City Clerk,Records Management,Records Administrator,Permanent Full-time,1997-03-17T00:00:00.000,1997-03-17T00:00:00.000,Exempt,79869.81,1997,79869.81,FT
4290,4290,4290,City Clerk,City Clerk,Deputy City Clerk/Secretary,Permanent Full-time,1987-03-02T00:00:00.000,2018-08-13T00:00:00.000,Nonexempt,51555.0,1987,51555.0,FT
4291,4291,4291,City Clerk,Records Management,Micrographics Technician,Permanent Full-time,1997-09-15T00:00:00.000,1997-09-15T00:00:00.000,Nonexempt,48033.59,1997,48033.59,FT
4292,4292,4292,City Clerk,City Clerk,Special Assistant,Special Project w/ Retirement,1986-06-01T00:00:00.000,2016-07-01T00:00:00.000,Exempt,100898.35,1986,100898.35,RET
4293,4293,4293,City Clerk,City Clerk,DepCty Clerk/ExecAsst to Mayor,Permanent Full-time,2022-07-18T00:00:00.000,2022-07-18T00:00:00.000,Exempt,92000.0,2022,92000.0,FT
4294,4294,4294,City Clerk,City Clerk,Deputy City Clerk/Secretary,Permanent Full-time,2016-05-23T00:00:00.000,2020-03-14T00:00:00.000,Nonexempt,43260.0,2016,43260.0,FT
4295,4295,4295,City Clerk,City Clerk,Deputy City Clerk/Secretary,Permanent Full-time,2019-02-04T00:00:00.000,2019-02-04T00:00:00.000,Nonexempt,44882.25,2019,44882.25,FT
4296,4296,4296,City Clerk,City Clerk,Municipal Intern III,Casual Part-time,2021-08-04T00:00:00.000,2021-08-04T00:00:00.000,Nonexempt,18.9,2021,39312.0,PT
4297,4297,4297,City Clerk,City Clerk,City Clerk,Permanent Full-time,1997-06-16T00:00:00.000,2018-07-01T00:00:00.000,Exempt,135023.11,1997,135023.11,FT
4298,4298,4298,City Real Estate Assessor,City Assessor,Real Estate Appraiser I,Permanent Full-time,2023-01-17T00:00:00.000,2023-01-17T00:00:00.000,Nonexempt,42870.0,2023,42870.0,FT
4299,4299,4299,City Real Estate Assessor,City Assessor,Land Records Specialist,Permanent Full-time,2021-08-09T00:00:00.000,2022-01-03T00:00:00.000,Nonexempt,42399.0,2021,42399.0,FT
4300,4300,4300,City Real Estate Assessor,City Assessor,Real Estate Appraiser II,Permanent Full-time,2019-09-03T00:00:00.000,2019-09-03T00:00:00.000,Nonexempt,55403.0,2019,55403.0,FT
4301,4301,4301,City Real Estate Assessor,City Assessor,Real Estate Appraiser II,Permanent Full-time,2017-07-05T00:00:00.000,2017-07-05T00:00:00.000,Nonexempt,56560.0,2017,56560.0,FT
4302,4302,4302,City Real Estate Assessor,City Assessor,Real Estate Appraiser II,Permanent Full-time,2020-03-28T00:00:00.000,2020-03-28T00:00:00.000,Nonexempt,51932.0,2020,51932.0,FT
4303,4303,4303,City Real Estate Assessor,City Assessor,Real Estate Appraiser III,Permanent Full-time,2003-11-12T00:00:00.000,2021-01-02T00:00:00.000,Nonexempt,69216.0,2003,69216.0,FT
4304,4304,4304,City Real Estate Assessor,City Assessor,Program Supervisor,Permanent Full-time,2008-08-07T00:00:00.000,2019-01-19T00:00:00.000,Exempt,56512.0,2008,56512.0,FT
4305,4305,4305,City Real Estate Assessor,City Assessor,Programmer/Analyst V,Permanent Full-time,2007-01-02T00:00:00.000,2011-12-01T00:00:00.000,Exempt,86017.0,2007,86017.0,FT
4306,4306,4306,City Real Estate Assessor,City Assessor,Real Estate Appraiser III,Permanent Full-time,2013-10-15T00:00:00.000,2013-10-15T00:00:00.000,Nonexempt,59235.0,2013,59235.0,FT
4307,4307,4307,City Real Estate Assessor,City Assessor,Real Estate Appraiser I,Permanent Full-time,2022-11-07T00:00:00.000,2022-11-07T00:00:00.000,Nonexempt,68000.0,2022,68000.0,FT
4308,4308,4308,City Real Estate Assessor,City Assessor,Real Estate Appraisal Tm Ldr,Permanent Full-time,2005-05-23T00:00:00.000,2020-08-03T00:00:00.000,Exempt,74308.0,2005,74308.0,FT
4309,4309,4309,City Real Estate Assessor,City Assessor,Real Estate Appraiser II,Permanent Full-time,2001-08-23T00:00:00.000,2019-09-03T00:00:00.000,Nonexempt,50243.0,2001,50243.0,FT
4310,4310,4310,City Real Estate Assessor,City Assessor,Real Estate Appraiser II,Permanent Full-time,2018-03-05T00:00:00.000,2019-04-01T00:00:00.000,Nonexempt,51720.57,2018,51720.57,FT
4311,4311,4311,City Real Estate Assessor,City Assessor,Assessment Support Technician,Permanent Full-time,2023-02-25T00:00:00.000,2023-02-25T00:00:00.000,Nonexempt,40000.0,2023,40000.0,FT
4312,4312,4312,City Real Estate Assessor,City Assessor,City Assessor,Appointed by City Council,2017-07-05T00:00:00.000,2017-07-05T00:00:00.000,Exempt,157306.34,2017,157306.34,OTHER
4313,4313,4313,City Real Estate Assessor,City Assessor,Real Estate Appraisal Tm Ldr,Permanent Full-time,2009-08-17T00:00:00.000,2013-12-01T00:00:00.000,Exempt,81344.0,2009,81344.0,FT
4314,4314,4314,City Real Estate Assessor,City Assessor,Software Analyst,Permanent Full-time,2018-02-20T00:00:00.000,2018-02-20T00:00:00.000,Exempt,59940.0,2018,59940.0,FT
4315,4315,4315,City Real Estate Assessor,City Assessor,GIS Specialist III,Permanent Full-time,2020-01-04T00:00:00.000,2020-01-04T00:00:00.000,Exempt,62731.0,2020,62731.0,FT
4316,4316,4316,City Real Estate Assessor,City Assessor,Chief Dep Real Estate Assessor,Permanent Full-time,2008-07-28T00:00:00.000,2020-06-29T00:00:00.000,Exempt,108387.0,2008,108387.0,FT
4317,4317,4317,City Real Estate Assessor,City Assessor,Real Estate Appraiser III,Permanent Full-time,1998-05-01T00:00:00.000,1998-05-01T00:00:00.000,Nonexempt,87387.0,1998,87387.0,FT
4318,4318,4318,City Real Estate Assessor,City Assessor,Real Estate Appraiser IV,Permanent Full-time,2009-10-26T00:00:00.000,2009-10-26T00:00:00.000,Exempt,73152.0,2009,73152.0,FT
4319,4319,4319,City Real Estate Assessor,City Assessor,Deputy Real Estate Assessor,Permanent Full-time,2020-09-21T00:00:00.000,2020-09-21T00:00:00.000,Exempt,87544.0,2020,87544.0,FT
4320,4320,4320,City Auditor,City Auditor,Chief Deputy City Auditor,Permanent Full-time,1999-10-18T00:00:00.000,2014-10-08T00:00:00.000,Exempt,105860.08,1999,105860.08,FT
4321,4321,4321,City Auditor,City Auditor,Assistant City Auditor II,Permanent Full-time,2015-10-26T00:00:00.000,2018-11-26T00:00:00.000,Exempt,89283.76,2015,89283.76,FT
4322,4322,4322,City Auditor,City Auditor,Assistant City Auditor II,Permanent Full-time,2018-04-16T00:00:00.000,2018-04-16T00:00:00.000,Exempt,83137.98,2018,83137.98,FT
4323,4323,4323,City Auditor,City Auditor,City Auditor,Appointed by City Council,2013-03-11T00:00:00.000,2018-09-11T00:00:00.000,Exempt,138432.0,2013,138432.0,OTHER
4324,4324,4324,City Auditor,City Auditor,Assistant City Auditor II,Permanent Full-time,2019-02-19T00:00:00.000,2019-02-19T00:00:00.000,Exempt,56259.63,2019,56259.63,FT
4325,4325,4325,City Auditor,City Auditor,Deputy City Auditor,Permanent Full-time,2000-07-10T00:00:00.000,2018-11-26T00:00:00.000,Exempt,85107.34,2000,85107.34,FT
4326,4326,4326,City Auditor,City Auditor,Deputy City Auditor,Permanent Full-time,2005-05-17T00:00:00.000,2020-08-03T00:00:00.000,Exempt,95000.0,2005,95000.0,FT
4327,4327,4327,City Auditor,City Auditor,Deputy City Auditor,Permanent Full-time,2018-04-30T00:00:00.000,2019-01-14T00:00:00.000,Exempt,100951.59,2018,100951.59,FT
4328,4328,4328,Commissioner of the Revenue,Commissioner of Revenue,Deputy II - COR,State Comp Board Retirement,2013-10-21T00:00:00.000,2018-11-12T00:00:00.000,Nonexempt,25.96,2013,53996.8,RET
4329,4329,4329,Commissioner of the Revenue,Commissioner of Revenue,Deputy II - COR,State Comp Board Retirement,2001-12-08T00:00:00.000,2021-07-31T00:00:00.000,Nonexempt,25.96,2001,53996.8,RET
4330,4330,4330,Commissioner of the Revenue,Commissioner of Revenue,Administrative Manager - COR,State Comp Board Retirement,1989-11-01T00:00:00.000,2001-10-23T00:00:00.000,Exempt,77060.46,1989,77060.46,RET
4331,4331,4331,Commissioner of the Revenue,Commissioner of Revenue,Deputy II - COR,State Comp Board Retirement,2019-11-12T00:00:00.000,2023-03-27T00:00:00.000,Nonexempt,24.04,2019,50003.2,RET
4332,4332,4332,Commissioner of the Revenue,Commissioner of Revenue,Deputy II - COR,State Comp Board Retirement,2019-05-28T00:00:00.000,2023-03-27T00:00:00.000,Nonexempt,25.0,2019,52000.0,RET
4333,4333,4333,Commissioner of the Revenue,Commissioner of Revenue,Deputy III - COR,State Comp Board Retirement,2022-02-28T00:00:00.000,2022-02-28T00:00:00.000,Exempt,76650.0,2022,76650.0,RET
4334,4334,4334,Commissioner of the Revenue,Commissioner of Revenue,Deputy III - COR,State Comp Board Retirement,1987-10-01T00:00:00.000,2018-02-05T00:00:00.000,Exempt,76962.1,1987,76962.1,RET
4335,4335,4335,Commissioner of the Revenue,Commissioner of Revenue,Commissioner of the Revenue,State Comp Board Retirement,2017-10-03T00:00:00.000,2021-04-01T00:00:00.000,Exempt,191665.31,2017,191665.31,RET
4336,4336,4336,Commissioner of the Revenue,Commissioner of Revenue,Deputy II - COR,State Comp Board Retirement,1999-01-11T00:00:00.000,2000-05-23T00:00:00.000,Nonexempt,23.84,1999,49587.200000000004,RET
4337,4337,4337,Commissioner of the Revenue,Commissioner of Revenue,Deputy III - COR,State Comp Board Retirement,2005-11-08T00:00:00.000,2023-03-11T00:00:00.000,Exempt,62000.0,2005,62000.0,RET
4338,4338,4338,Commissioner of the Revenue,Commissioner of Revenue,Deputy III - COR,Permanent Full-time,1998-04-15T00:00:00.000,2022-08-13T00:00:00.000,Exempt,65000.0,1998,65000.0,FT
4339,4339,4339,Commissioner of the Revenue,Commissioner of Revenue,Administrative Manager - COR,State Comp Board Retirement,2016-03-08T00:00:00.000,2022-01-01T00:00:00.000,Exempt,97500.0,2016,97500.0,RET
4340,4340,4340,Commissioner of the Revenue,Commissioner of Revenue,Supervising Deputy - COR,State Comp Board Retirement,1994-11-01T00:00:00.000,2015-11-07T00:00:00.000,Exempt,80000.0,1994,80000.0,RET
4341,4341,4341,Commissioner of the Revenue,Commissioner of Revenue,Chief Deputy - COR,State Comp Board Retirement,1990-12-21T00:00:00.000,2021-06-05T00:00:00.000,Exempt,119000.0,1990,119000.0,RET
4342,4342,4342,Commissioner of the Revenue,Commissioner of Revenue,Deputy III - COR,State Comp Board Retirement,2007-11-26T00:00:00.000,2022-01-01T00:00:00.000,Exempt,58000.0,2007,58000.0,RET
4343,4343,4343,Commissioner of the Revenue,Commissioner of Revenue,Deputy II - COR,State Comp Board Retirement,2002-09-30T00:00:00.000,2023-03-25T00:00:00.000,Nonexempt,25.96,2002,53996.8,RET
4344,4344,4344,Commissioner of the Revenue,Commissioner of Revenue,Deputy I - COR,State Comp Board Retirement,2021-04-24T00:00:00.000,2021-04-24T00:00:00.000,Nonexempt,21.15,2021,43992.0,RET
4345,4345,4345,Commissioner of the Revenue,Commissioner of Revenue,Deputy III - COR,State Comp Board Retirement,2008-02-08T00:00:00.000,2022-03-26T00:00:00.000,Exempt,56500.0,2008,56500.0,RET
4346,4346,4346,Commissioner of the Revenue,Commissioner of Revenue,Deputy I - COR,Permanent Full-time,2022-10-22T00:00:00.000,2022-10-22T00:00:00.000,Nonexempt,37440.0,2022,37440.0,FT
4347,4347,4347,Commissioner of the Revenue,Commissioner of Revenue,Supervising Deputy - COR,State Comp Board Retirement,2006-02-08T00:00:00.000,2014-01-02T00:00:00.000,Exempt,92000.0,2006,92000.0,RET
4348,4348,4348,Commissioner of the Revenue,Commissioner of Revenue,Supervising Deputy - COR,Permanent Full-time,2003-10-08T00:00:00.000,2014-03-17T00:00:00.000,Exempt,105000.0,2003,105000.0,FT
4349,4349,4349,Commissioner of the Revenue,Commissioner of Revenue,Deputy III - COR,State Comp Board Retirement,2003-01-21T00:00:00.000,2018-10-15T00:00:00.000,Exempt,60500.0,2003,60500.0,RET
4350,4350,4350,Commissioner of the Revenue,Commissioner of Revenue,Deputy I - COR,State Comp Board Retirement,2021-08-16T00:00:00.000,2021-08-16T00:00:00.000,Nonexempt,20.19,2021,41995.200000000004,RET
4351,4351,4351,Commissioner of the Revenue,Commissioner of Revenue,Office Assistant,Constitutional OfficePart-time,2006-06-26T00:00:00.000,2017-05-01T00:00:00.000,Nonexempt,18.0,2006,37440.0,PT
4352,4352,4352,Commissioner of the Revenue,Commissioner of Revenue,Deputy III - COR,State Comp Board Retirement,2009-02-09T00:00:00.000,2023-03-25T00:00:00.000,Exempt,55000.0,2009,55000.0,RET
4353,4353,4353,Commissioner of the Revenue,Commissioner of Revenue,Deputy II - COR,State Comp Board Retirement,2003-10-12T00:00:00.000,2022-03-28T00:00:00.000,Nonexempt,25.96,2003,53996.8,RET
4354,4354,4354,Commissioner of the Revenue,Commissioner of Revenue,Deputy II - COR,State Comp Board Retirement,1997-11-23T00:00:00.000,2007-09-23T00:00:00.000,Nonexempt,28.54,1997,59363.2,RET
4355,4355,4355,Commissioner of the Revenue,Commissioner of Revenue,Supervising Deputy - COR,State Comp Board Retirement,2016-03-08T00:00:00.000,2022-06-04T00:00:00.000,Exempt,92000.0,2016,92000.0,RET
4356,4356,4356,Commissioner of the Revenue,Commissioner of Revenue,Deputy III - COR,State Comp Board Retirement,2014-06-09T00:00:00.000,2022-08-13T00:00:00.000,Exempt,60000.0,2014,60000.0,RET
4357,4357,4357,City Treasurer,City Treasurer,Deputy I - TR,Permanent Full-time,2022-08-15T00:00:00.000,2022-08-15T00:00:00.000,Nonexempt,37440.0,2022,37440.0,FT
4358,4358,4358,City Treasurer,City Treasurer,Deputy I - TR,State Comp Board Retirement,2021-05-17T00:00:00.000,2021-05-17T00:00:00.000,Nonexempt,18.0,2021,37440.0,RET
4359,4359,4359,City Treasurer,City Treasurer,Deputy II - TR,State Comp Board Retirement,1995-10-08T00:00:00.000,2013-05-21T00:00:00.000,Nonexempt,23.75,1995,49400.0,RET
4360,4360,4360,City Treasurer,City Treasurer,Deputy I - TR,State Comp Board Retirement,2021-02-08T00:00:00.000,2021-02-08T00:00:00.000,Nonexempt,18.0,2021,37440.0,RET
4361,4361,4361,City Treasurer,City Treasurer,Deputy I - TR,State Comp Board Retirement,2021-07-12T00:00:00.000,2021-07-12T00:00:00.000,Nonexempt,18.0,2021,37440.0,RET
4362,4362,4362,City Treasurer,City Treasurer,Deputy II - TR,State Comp Board Retirement,2000-05-01T00:00:00.000,2003-06-23T00:00:00.000,Nonexempt,22.62,2000,47049.600000000006,RET
4363,4363,4363,City Treasurer,City Treasurer,Deputy III - TR,State Comp Board Retirement,2014-05-02T00:00:00.000,2018-10-01T00:00:00.000,Exempt,52143.85,2014,52143.85,RET
4364,4364,4364,City Treasurer,City Treasurer,Chief Deputy - TR,State Comp Board Retirement,1989-01-16T00:00:00.000,2014-03-27T00:00:00.000,Exempt,104287.05,1989,104287.05,RET
4365,4365,4365,City Treasurer,City Treasurer,Deputy II - TR,Permanent Full-time,2015-09-08T00:00:00.000,2022-08-13T00:00:00.000,Nonexempt,55371.55,2015,55371.55,FT
4366,4366,4366,City Treasurer,City Treasurer,Deputy I - TR,State Comp Board Retirement,2022-08-15T00:00:00.000,2022-08-15T00:00:00.000,Nonexempt,18.0,2022,37440.0,RET
4367,4367,4367,City Treasurer,City Treasurer,Deputy I - TR,State Comp Board Retirement,2022-08-15T00:00:00.000,2022-08-15T00:00:00.000,Nonexempt,18.0,2022,37440.0,RET
4368,4368,4368,City Treasurer,City Treasurer,Deputy II - TR,State Comp Board Retirement,1991-10-07T00:00:00.000,2003-06-23T00:00:00.000,Nonexempt,20.08,1991,41766.399999999994,RET
4369,4369,4369,City Treasurer,City Treasurer,Deputy IV - TR,State Comp Board Retirement,2012-12-05T00:00:00.000,2013-11-21T00:00:00.000,Exempt,62785.75,2012,62785.75,RET
4370,4370,4370,City Treasurer,City Treasurer,Deputy I - TR,State Comp Board Retirement,2018-04-16T00:00:00.000,2018-04-16T00:00:00.000,Nonexempt,18.86,2018,39228.799999999996,RET
4371,4371,4371,City Treasurer,City Treasurer,Deputy I - TR,State Comp Board Retirement,2018-04-30T00:00:00.000,2018-04-30T00:00:00.000,Nonexempt,18.0,2018,37440.0,RET
4372,4372,4372,City Treasurer,City Treasurer,Supervising Deputy-TR,State Comp Board Retirement,2014-04-07T00:00:00.000,2014-04-07T00:00:00.000,Exempt,80812.92,2014,80812.92,RET
4373,4373,4373,City Treasurer,City Treasurer,Deputy IV - TR,State Comp Board Retirement,2013-12-09T00:00:00.000,2013-12-09T00:00:00.000,Exempt,74283.02,2013,74283.02,RET
4374,4374,4374,City Treasurer,City Treasurer,Deputy II - TR,State Comp Board Retirement,2016-08-22T00:00:00.000,2016-08-22T00:00:00.000,Nonexempt,20.58,2016,42806.399999999994,RET
4375,4375,4375,City Treasurer,City Treasurer,Deputy I - TR,State Comp Board Retirement,2020-01-04T00:00:00.000,2020-01-04T00:00:00.000,Nonexempt,18.0,2020,37440.0,RET
4376,4376,4376,City Treasurer,City Treasurer,Deputy II - TR,State Comp Board Retirement,2005-10-17T00:00:00.000,2012-08-23T00:00:00.000,Nonexempt,30.06,2005,62524.799999999996,RET
4377,4377,4377,City Treasurer,City Treasurer,Administrative Manager - TR,State Comp Board Retirement,1973-02-26T00:00:00.000,2017-05-15T00:00:00.000,Exempt,66993.97,1973,66993.97,RET
4378,4378,4378,City Treasurer,City Treasurer,Chief Deputy - TR,State Comp Board Retirement,1986-12-01T00:00:00.000,2017-05-01T00:00:00.000,Exempt,128314.2,1986,128314.2,RET
4379,4379,4379,City Treasurer,City Treasurer,Deputy II - TR,State Comp Board Retirement,1999-09-23T00:00:00.000,2017-04-01T00:00:00.000,Nonexempt,27.44,1999,57075.200000000004,RET
4380,4380,4380,City Treasurer,City Treasurer,Deputy II - TR,State Comp Board Retirement,2016-11-21T00:00:00.000,2022-08-15T00:00:00.000,Nonexempt,20.08,2016,41766.399999999994,RET
4381,4381,4381,City Treasurer,City Treasurer,Deputy IV - TR,State Comp Board Retirement,2006-10-23T00:00:00.000,2017-02-27T00:00:00.000,Exempt,80338.76,2006,80338.76,RET
